date	palm
15/1/2007	601.90
16/1/2007	601.90
17/1/2007	595.60
18/1/2007	595.10
19/1/2007	591.30
22/1/2007	593.80
23/1/2007	595.00
24/1/2007	598.80
25/1/2007	603.00
26/1/2007	602.50
29/1/2007	600.00
30/1/2007	599.80
31/1/2007	603.80
01/2/2007	602.00
02/2/2007	605.30
05/2/2007	615.00
06/2/2007	605.00
07/2/2007	605.20
08/2/2007	598.20
09/2/2007	601.00
12/2/2007	593.20
13/2/2007	596.00
14/2/2007	592.50
15/2/2007	602.00
16/2/2007	597.50
19/2/2007	610.50
20/2/2007	610.70
21/2/2007	597.00
22/2/2007	600.00
23/2/2007	605.00
26/2/2007	615.00
27/2/2007	607.50
28/2/2007	607.50
01/3/2007	607.00
02/3/2007	606.30
05/3/2007	603.00
06/3/2007	607.50
07/3/2007	607.20
08/3/2007	613.00
09/3/2007	612.00
12/3/2007	618.20
13/3/2007	616.50
14/3/2007	610.00
15/3/2007	606.70
16/3/2007	610.00
19/3/2007	617.50
20/3/2007	615.00
21/3/2007	621.30
22/3/2007	620.00
23/3/2007	632.50
26/3/2007	628.20
27/3/2007	630.00
28/3/2007	645.00
29/3/2007	642.50
30/3/2007	650.00
02/4/2007	653.80
03/4/2007	659.20
04/4/2007	668.90
05/4/2007	665.80
06/4/2007	665.80
09/4/2007	665.80
10/4/2007	691.90
11/4/2007	695.00
12/4/2007	695.00
13/4/2007	717.50
16/4/2007	740.00
17/4/2007	735.00
18/4/2007	724.50
19/4/2007	745.50
20/4/2007	739.00
23/4/2007	722.50
24/4/2007	727.50
25/4/2007	727.50
26/4/2007	735.00
27/4/2007	740.00
30/4/2007	740.00
01/5/2007	740.00
02/5/2007	740.00
03/5/2007	752.50
04/5/2007	747.50
07/5/2007	737.50
08/5/2007	735.00
09/5/2007	745.00
10/5/2007	747.50
11/5/2007	757.50
14/5/2007	775.00
15/5/2007	760.00
16/5/2007	762.50
17/5/2007	762.50
18/5/2007	772.50
21/5/2007	765.00
22/5/2007	760.00
23/5/2007	767.50
24/5/2007	792.50
25/5/2007	810.00
28/5/2007	810.00
29/5/2007	817.50
30/5/2007	815.00
31/5/2007	827.50
01/6/2007	817.00
04/6/2007	833.00
05/6/2007	862.50
06/6/2007	855.00
07/6/2007	832.50
08/6/2007	803.30
11/6/2007	770.00
12/6/2007	800.00
13/6/2007	770.00
14/6/2007	782.50
15/6/2007	835.00
18/6/2007	835.00
19/6/2007	815.00
20/6/2007	796.30
21/6/2007	792.70
22/6/2007	787.50
25/6/2007	780.00
26/6/2007	765.00
27/6/2007	745.00
28/6/2007	760.00
29/6/2007	796.00
02/7/2007	782.00
03/7/2007	790.00
04/7/2007	769.00
05/7/2007	777.50
06/7/2007	790.50
09/7/2007	783.00
10/7/2007	798.00
11/7/2007	779.60
12/7/2007	817.50
13/7/2007	816.30
16/7/2007	814.60
17/7/2007	810.00
18/7/2007	810.00
19/7/2007	800.00
20/7/2007	807.50
23/7/2007	802.50
24/7/2007	817.50
25/7/2007	817.50
26/7/2007	830.00
27/7/2007	837.50
30/7/2007	855.00
31/7/2007	847.50
01/8/2007	812.50
02/8/2007	825.00
03/8/2007	835.00
06/8/2007	820.00
07/8/2007	815.00
08/8/2007	825.00
09/8/2007	830.00
10/8/2007	820.00
13/8/2007	825.00
14/8/2007	820.00
15/8/2007	817.50
16/8/2007	795.00
17/8/2007	800.00
20/8/2007	795.00
21/8/2007	805.00
22/8/2007	815.00
23/8/2007	815.00
24/8/2007	815.00
27/8/2007	815.00
28/8/2007	830.00
29/8/2007	820.00
30/8/2007	835.00
31/8/2007	840.00
03/9/2007	805.00
04/9/2007	800.00
05/9/2007	800.00
06/9/2007	790.00
07/9/2007	799.80
10/9/2007	815.30
11/9/2007	804.00
12/9/2007	822.50
13/9/2007	817.50
14/9/2007	825.00
17/9/2007	822.50
18/9/2007	830.00
19/9/2007	825.00
20/9/2007	832.50
21/9/2007	847.50
24/9/2007	853.60
25/9/2007	857.50
26/9/2007	845.00
27/9/2007	855.00
28/9/2007	860.00
01/10/2007	850.00
02/10/2007	833.30
03/10/2007	831.70
04/10/2007	842.90
05/10/2007	840.00
08/10/2007	840.00
09/10/2007	852.50
10/10/2007	861.60
11/10/2007	868.60
12/10/2007	875.80
15/10/2007	875.90
16/10/2007	875.00
17/10/2007	875.50
18/10/2007	888.00
19/10/2007	885.00
22/10/2007	882.50
23/10/2007	895.00
24/10/2007	885.50
25/10/2007	885.00
26/10/2007	920.50
29/10/2007	948.00
30/10/2007	932.50
31/10/2007	944.50
01/11/2007	950.00
02/11/2007	941.00
05/11/2007	945.50
06/11/2007	952.50
07/11/2007	960.00
08/11/2007	957.50
09/11/2007	950.00
12/11/2007	945.00
13/11/2007	945.00
14/11/2007	947.50
15/11/2007	942.50
16/11/2007	937.50
19/11/2007	945.00
20/11/2007	940.00
21/11/2007	945.00
22/11/2007	952.50
23/11/2007	960.00
26/11/2007	962.50
27/11/2007	950.00
28/11/2007	932.50
29/11/2007	952.50
30/11/2007	932.50
03/12/2007	937.50
04/12/2007	930.50
05/12/2007	932.50
06/12/2007	922.50
07/12/2007	930.00
10/12/2007	928.80
11/12/2007	932.50
12/12/2007	934.20
13/12/2007	942.50
14/12/2007	945.00
17/12/2007	949.70
18/12/2007	947.50
19/12/2007	953.80
20/12/2007	960.00
21/12/2007	962.50
24/12/2007	976.30
25/12/2007	976.30
26/12/2007	976.30
27/12/2007	990.00
28/12/2007	995.00
31/12/2007	992.50
01/1/2008	992.50
02/1/2008	1000.00
03/1/2008	1012.50
04/1/2008	1005.00
07/1/2008	1022.50
08/1/2008	1025.00
09/1/2008	1035.00
10/1/2008	1035.00
11/1/2008	1067.50
14/1/2008	1135.00
15/1/2008	1091.80
16/1/2008	1067.50
17/1/2008	1104.00
18/1/2008	1083.30
21/1/2008	1062.50
22/1/2008	1034.50
23/1/2008	1022.50
24/1/2008	1052.50
25/1/2008	1060.00
28/1/2008	1045.00
29/1/2008	1055.00
30/1/2008	1055.00
31/1/2008	1060.00
01/2/2008	1065.00
04/2/2008	1120.80
05/2/2008	1105.00
06/2/2008	1110.00
07/2/2008	1105.00
08/2/2008	1105.00
11/2/2008	1105.00
12/2/2008	1092.50
13/2/2008	1080.00
14/2/2008	1105.00
15/2/2008	1117.50
18/2/2008	1160.00
19/2/2008	1190.00
20/2/2008	1190.00
21/2/2008	1200.00
22/2/2008	1231.70
25/2/2008	1250.00
26/2/2008	1235.00
27/2/2008	1245.00
28/2/2008	1250.00
29/2/2008	1243.30
03/3/2008	1241.30
04/3/2008	1339.20
05/3/2008	1369.20
06/3/2008	1333.30
07/3/2008	1240.00
10/3/2008	1236.70
11/3/2008	1280.00
12/3/2008	1265.00
13/3/2008	1281.70
14/3/2008	1250.00
17/3/2008	1175.00
18/3/2008	1171.70
19/3/2008	1153.30
20/3/2008	1133.30
21/3/2008	1133.30
24/3/2008	1133.30
25/3/2008	1176.70
26/3/2008	1218.30
27/3/2008	1192.50
28/3/2008	1172.50
31/3/2008	1173.30
01/4/2008	1090.00
02/4/2008	1085.00
03/4/2008	1110.00
04/4/2008	1105.00
07/4/2008	1145.00
08/4/2008	1140.00
09/4/2008	1130.00
10/4/2008	1174.50
11/4/2008	1170.00
14/4/2008	1214.00
15/4/2008	1245.00
16/4/2008	1230.00
17/4/2008	1225.00
18/4/2008	1205.50
21/4/2008	1180.00
22/4/2008	1194.00
23/4/2008	1205.00
24/4/2008	1184.50
25/4/2008	1172.50
28/4/2008	1185.00
29/4/2008	1155.00
30/4/2008	1175.00
01/5/2008	1175.00
02/5/2008	1152.50
05/5/2008	1170.00
06/5/2008	1180.00
07/5/2008	1153.50
08/5/2008	1175.00
09/5/2008	1200.00
12/5/2008	1200.00
13/5/2008	1205.00
14/5/2008	1200.00
15/5/2008	1192.50
16/5/2008	1210.00
19/5/2008	1205.00
20/5/2008	1202.50
21/5/2008	1211.70
22/5/2008	1220.80
23/5/2008	1245.80
26/5/2008	1245.00
27/5/2008	1245.00
28/5/2008	1237.50
29/5/2008	1220.00
30/5/2008	1208.30
02/6/2008	1210.00
03/6/2008	1210.00
04/6/2008	1180.00
05/6/2008	1203.30
06/6/2008	1226.70
09/6/2008	1242.50
10/6/2008	1207.50
11/6/2008	1228.30
12/6/2008	1223.80
13/6/2008	1217.50
16/6/2008	1235.00
17/6/2008	1223.30
18/6/2008	1211.70
19/6/2008	1196.70
20/6/2008	1196.70
23/6/2008	1192.00
24/6/2008	1179.50
25/6/2008	1179.00
26/6/2008	1192.50
27/6/2008	1212.50
30/6/2008	1202.50
01/7/2008	1195.00
02/7/2008	1205.00
03/7/2008	1203.30
04/7/2008	1203.30
07/7/2008	1165.00
08/7/2008	1146.00
09/7/2008	1175.00
10/7/2008	1165.00
11/7/2008	1180.00
14/7/2008	1170.00
15/7/2008	1168.30
16/7/2008	1148.80
17/7/2008	1140.00
18/7/2008	1137.50
21/7/2008	1095.00
22/7/2008	1090.50
23/7/2008	1044.00
24/7/2008	1057.00
25/7/2008	1050.00
28/7/2008	1030.00
29/7/2008	1010.00
30/7/2008	1005.00
31/7/2008	1015.00
01/8/2008	999.50
04/8/2008	958.30
05/8/2008	917.50
06/8/2008	926.70
07/8/2008	955.00
08/8/2008	930.00
11/8/2008	896.70
12/8/2008	867.50
13/8/2008	865.00
14/8/2008	866.70
15/8/2008	807.50
18/8/2008	841.70
19/8/2008	831.70
20/8/2008	877.50
21/8/2008	894.20
22/8/2008	882.50
25/8/2008	858.30
26/8/2008	795.80
27/8/2008	834.20
28/8/2008	821.70
29/8/2008	855.00
01/9/2008	855.80
02/9/2008	801.70
03/9/2008	797.50
04/9/2008	820.00
05/9/2008	817.50
08/9/2008	815.00
09/9/2008	770.00
10/9/2008	750.00
11/9/2008	750.00
12/9/2008	780.00
15/9/2008	727.00
16/9/2008	688.30
17/9/2008	669.20
18/9/2008	710.80
19/9/2008	743.30
22/9/2008	790.00
23/9/2008	770.00
24/9/2008	767.50
25/9/2008	747.00
26/9/2008	757.50
29/9/2008	694.00
30/9/2008	702.00
01/10/2008	685.80
02/10/2008	662.50
03/10/2008	676.80
06/10/2008	608.00
07/10/2008	617.50
08/10/2008	605.00
09/10/2008	610.00
10/10/2008	572.50
13/10/2008	599.00
14/10/2008	594.00
15/10/2008	564.00
16/10/2008	523.00
17/10/2008	528.00
20/10/2008	531.50
21/10/2008	516.50
22/10/2008	492.50
23/10/2008	490.00
24/10/2008	501.00
27/10/2008	432.00
28/10/2008	446.00
29/10/2008	454.00
30/10/2008	480.00
31/10/2008	482.00
03/11/2008	525.00
04/11/2008	512.50
05/11/2008	515.00
06/11/2008	505.00
07/11/2008	505.00
10/11/2008	518.00
11/11/2008	498.00
12/11/2008	495.00
13/11/2008	457.50
14/11/2008	455.00
17/11/2008	448.20
18/11/2008	452.50
19/11/2008	471.70
20/11/2008	467.20
21/11/2008	470.00
24/11/2008	480.00
25/11/2008	482.00
26/11/2008	490.00
27/11/2008	500.00
28/11/2008	502.50
01/12/2008	503.30
02/12/2008	499.30
03/12/2008	485.30
04/12/2008	460.00
05/12/2008	465.00
08/12/2008	480.30
09/12/2008	487.50
10/12/2008	498.30
11/12/2008	514.20
12/12/2008	491.30
15/12/2008	495.50
16/12/2008	488.80
17/12/2008	495.00
18/12/2008	490.00
19/12/2008	497.50
22/12/2008	505.80
23/12/2008	487.50
24/12/2008	491.70
25/12/2008	491.70
26/12/2008	491.70
29/12/2008	527.50
30/12/2008	519.20
31/12/2008	527.50
01/1/2009	527.50
02/1/2009	557.50
05/1/2009	585.00
06/1/2009	610.00
07/1/2009	600.80
08/1/2009	567.50
09/1/2009	589.00
12/1/2009	582.50
13/1/2009	563.50
14/1/2009	561.00
15/1/2009	535.00
16/1/2009	540.50
19/1/2009	555.80
20/1/2009	545.50
21/1/2009	538.00
22/1/2009	553.00
23/1/2009	542.50
26/1/2009	542.50
27/1/2009	542.50
28/1/2009	535.00
29/1/2009	520.00
30/1/2009	525.00
02/2/2009	535.00
03/2/2009	540.00
04/2/2009	550.00
05/2/2009	555.00
06/2/2009	557.50
09/2/2009	577.50
10/2/2009	570.00
11/2/2009	575.00
12/2/2009	570.00
13/2/2009	590.00
16/2/2009	585.00
17/2/2009	570.00
18/2/2009	573.30
19/2/2009	576.00
20/2/2009	580.00
23/2/2009	580.00
24/2/2009	585.00
25/2/2009	582.50
26/2/2009	587.50
27/2/2009	590.00
02/3/2009	571.70
03/3/2009	576.30
04/3/2009	590.70
05/3/2009	587.50
06/3/2009	590.00
09/3/2009	598.30
10/3/2009	614.50
11/3/2009	603.30
12/3/2009	593.30
13/3/2009	603.70
16/3/2009	590.00
17/3/2009	590.00
18/3/2009	583.30
19/3/2009	587.50
20/3/2009	591.30
23/3/2009	615.00
24/3/2009	600.80
25/3/2009	597.50
26/3/2009	620.00
27/3/2009	605.00
30/3/2009	602.50
31/3/2009	609.00
01/4/2009	616.70
02/4/2009	648.00
03/4/2009	646.00
06/4/2009	643.50
07/4/2009	644.30
08/4/2009	642.00
09/4/2009	670.00
10/4/2009	670.00
13/4/2009	670.00
14/4/2009	720.00
15/4/2009	705.00
16/4/2009	700.00
17/4/2009	725.00
20/4/2009	717.50
21/4/2009	725.00
22/4/2009	735.00
23/4/2009	760.00
24/4/2009	780.00
27/4/2009	717.50
28/4/2009	750.00
29/4/2009	748.10
30/4/2009	780.00
01/5/2009	780.00
04/5/2009	825.00
05/5/2009	780.00
06/5/2009	800.00
07/5/2009	800.00
08/5/2009	797.50
11/5/2009	800.00
12/5/2009	820.00
13/5/2009	830.00
14/5/2009	805.00
15/5/2009	800.00
18/5/2009	780.00
19/5/2009	800.00
20/5/2009	800.00
21/5/2009	800.00
22/5/2009	782.50
25/5/2009	765.00
26/5/2009	745.00
27/5/2009	762.50
28/5/2009	760.00
29/5/2009	770.00
01/6/2009	770.00
02/6/2009	795.70
03/6/2009	782.50
04/6/2009	787.50
05/6/2009	772.30
08/6/2009	757.50
09/6/2009	751.70
10/6/2009	761.70
11/6/2009	757.50
12/6/2009	744.20
15/6/2009	717.50
16/6/2009	727.50
17/6/2009	715.00
18/6/2009	686.70
19/6/2009	690.00
22/6/2009	652.50
23/6/2009	685.00
24/6/2009	668.30
25/6/2009	688.30
26/6/2009	685.80
29/6/2009	677.50
30/6/2009	663.30
01/7/2009	676.00
02/7/2009	657.50
03/7/2009	665.00
06/7/2009	640.00
07/7/2009	625.00
08/7/2009	605.00
09/7/2009	625.00
10/7/2009	610.00
13/7/2009	602.50
14/7/2009	609.00
15/7/2009	630.00
16/7/2009	620.00
17/7/2009	642.50
20/7/2009	649.00
21/7/2009	640.00
22/7/2009	627.50
23/7/2009	634.50
24/7/2009	637.00
27/7/2009	635.00
28/7/2009	650.00
29/7/2009	645.00
30/7/2009	665.00
31/7/2009	672.50
03/8/2009	710.00
04/8/2009	702.50
05/8/2009	702.50
06/8/2009	710.00
07/8/2009	722.50
10/8/2009	735.00
11/8/2009	750.00
12/8/2009	735.00
13/8/2009	760.00
14/8/2009	745.00
17/8/2009	710.00
18/8/2009	716.50
19/8/2009	691.70
20/8/2009	706.00
21/8/2009	717.50
24/8/2009	730.00
25/8/2009	706.70
26/8/2009	717.50
27/8/2009	715.00
28/8/2009	722.50
31/8/2009	717.50
01/9/2009	691.30
02/9/2009	681.30
03/9/2009	681.30
04/9/2009	678.80
07/9/2009	658.30
08/9/2009	686.50
09/9/2009	705.00
10/9/2009	680.00
11/9/2009	670.00
14/9/2009	645.00
15/9/2009	652.50
16/9/2009	687.50
17/9/2009	682.50
18/9/2009	689.00
21/9/2009	690.00
22/9/2009	685.00
23/9/2009	677.50
24/9/2009	660.00
25/9/2009	680.00
28/9/2009	670.00
29/9/2009	668.30
30/9/2009	667.50
01/10/2009	662.50
02/10/2009	645.00
05/10/2009	645.00
06/10/2009	655.80
07/10/2009	655.00
08/10/2009	655.00
09/10/2009	665.00
12/10/2009	680.80
13/10/2009	680.00
14/10/2009	690.00
15/10/2009	685.00
16/10/2009	700.00
19/10/2009	700.00
20/10/2009	692.50
21/10/2009	690.00
22/10/2009	699.00
23/10/2009	710.50
26/10/2009	699.50
27/10/2009	684.00
28/10/2009	675.00
29/10/2009	687.50
30/10/2009	687.50
02/11/2009	685.00
03/11/2009	680.00
04/11/2009	692.50
05/11/2009	690.00
06/11/2009	687.50
09/11/2009	705.00
10/11/2009	697.50
11/11/2009	695.00
12/11/2009	700.00
13/11/2009	697.50
16/11/2009	732.50
17/11/2009	725.00
18/11/2009	745.00
19/11/2009	730.00
20/11/2009	742.50
23/11/2009	767.50
24/11/2009	762.50
25/11/2009	762.50
26/11/2009	762.50
27/11/2009	750.00
30/11/2009	765.00
01/12/2009	775.00
02/12/2009	776.70
03/12/2009	775.00
04/12/2009	790.00
07/12/2009	790.00
08/12/2009	787.50
09/12/2009	782.50
10/12/2009	780.00
11/12/2009	775.00
14/12/2009	765.00
15/12/2009	770.00
16/12/2009	792.50
17/12/2009	785.00
18/12/2009	785.00
21/12/2009	777.50
22/12/2009	766.30
23/12/2009	757.50
24/12/2009	780.00
25/12/2009	780.00
28/12/2009	790.00
29/12/2009	787.50
30/12/2009	790.00
31/12/2009	805.00
01/1/2010	805.00
04/1/2010	829.20
05/1/2010	825.00
06/1/2010	827.50
07/1/2010	815.00
08/1/2010	807.50
11/1/2010	807.00
12/1/2010	790.00
13/1/2010	787.50
14/1/2010	785.00
15/1/2010	780.00
18/1/2010	780.00
19/1/2010	780.00
20/1/2010	762.50
21/1/2010	780.00
22/1/2010	775.00
25/1/2010	777.50
26/1/2010	760.00
27/1/2010	760.00
28/1/2010	765.00
29/1/2010	765.00
01/2/2010	767.50
02/2/2010	770.00
03/2/2010	785.00
04/2/2010	782.50
05/2/2010	780.00
08/2/2010	795.00
09/2/2010	790.00
10/2/2010	785.00
11/2/2010	795.00
12/2/2010	792.50
15/2/2010	797.50
16/2/2010	802.50
17/2/2010	817.50
18/2/2010	807.50
19/2/2010	802.50
22/2/2010	812.50
23/2/2010	815.00
24/2/2010	810.00
25/2/2010	800.00
26/2/2010	800.00
01/3/2010	817.50
02/3/2010	812.50
03/3/2010	827.80
04/3/2010	835.30
05/3/2010	840.00
08/3/2010	857.50
09/3/2010	840.00
10/3/2010	850.00
11/3/2010	842.50
12/3/2010	841.30
15/3/2010	827.50
16/3/2010	835.00
17/3/2010	837.50
18/3/2010	820.00
19/3/2010	830.00
22/3/2010	832.50
23/3/2010	830.00
24/3/2010	820.00
25/3/2010	827.50
26/3/2010	817.50
29/3/2010	820.00
30/3/2010	820.00
31/3/2010	817.50
01/4/2010	816.50
02/4/2010	816.50
05/4/2010	816.50
06/4/2010	823.40
07/4/2010	825.40
08/4/2010	821.00
09/4/2010	831.00
12/4/2010	830.00
13/4/2010	822.60
14/4/2010	825.00
15/4/2010	824.30
16/4/2010	828.50
19/4/2010	815.00
20/4/2010	822.00
21/4/2010	815.00
22/4/2010	822.50
23/4/2010	835.00
26/4/2010	842.50
27/4/2010	837.50
28/4/2010	835.00
29/4/2010	830.00
30/4/2010	830.00
03/5/2010	837.50
04/5/2010	827.50
05/5/2010	825.00
06/5/2010	820.00
07/5/2010	815.00
10/5/2010	825.00
11/5/2010	820.00
12/5/2010	822.50
13/5/2010	822.50
14/5/2010	815.00
17/5/2010	810.00
18/5/2010	812.50
19/5/2010	807.50
20/5/2010	803.30
21/5/2010	812.50
24/5/2010	812.50
25/5/2010	810.00
26/5/2010	807.50
27/5/2010	812.50
28/5/2010	810.00
31/5/2010	807.50
01/6/2010	805.00
02/6/2010	807.30
03/6/2010	802.50
04/6/2010	800.00
07/6/2010	795.00
08/6/2010	795.00
09/6/2010	797.50
10/6/2010	790.00
11/6/2010	790.00
14/6/2010	795.00
15/6/2010	792.50
16/6/2010	795.00
17/6/2010	795.00
18/6/2010	795.00
21/6/2010	810.00
22/6/2010	802.50
23/6/2010	800.00
24/6/2010	800.00
25/6/2010	802.50
28/6/2010	805.00
29/6/2010	790.00
30/6/2010	795.00
01/7/2010	775.00
02/7/2010	777.50
05/7/2010	770.00
06/7/2010	772.50
07/7/2010	765.00
08/7/2010	770.00
09/7/2010	775.00
12/7/2010	787.50
13/7/2010	790.00
14/7/2010	805.00
15/7/2010	815.00
16/7/2010	815.00
19/7/2010	812.50
20/7/2010	810.00
21/7/2010	820.00
22/7/2010	842.50
23/7/2010	832.50
26/7/2010	830.00
27/7/2010	832.50
28/7/2010	837.50
29/7/2010	840.00
30/7/2010	840.00
02/8/2010	867.50
03/8/2010	860.00
04/8/2010	872.50
05/8/2010	887.50
06/8/2010	905.00
09/8/2010	930.00
10/8/2010	905.00
11/8/2010	900.00
12/8/2010	907.50
13/8/2010	917.50
16/8/2010	917.50
17/8/2010	912.50
18/8/2010	902.50
19/8/2010	910.00
20/8/2010	897.50
23/8/2010	915.00
24/8/2010	895.00
25/8/2010	890.00
26/8/2010	905.00
27/8/2010	907.50
30/8/2010	920.00
31/8/2010	907.50
01/9/2010	877.50
02/9/2010	877.50
03/9/2010	885.00
06/9/2010	907.50
07/9/2010	902.50
08/9/2010	915.00
09/9/2010	910.00
10/9/2010	910.00
13/9/2010	925.00
14/9/2010	905.00
15/9/2010	895.00
16/9/2010	895.00
17/9/2010	910.00
20/9/2010	935.00
21/9/2010	917.50
22/9/2010	922.50
23/9/2010	920.00
24/9/2010	940.00
27/9/2010	940.00
28/9/2010	940.00
29/9/2010	922.50
30/9/2010	932.50
01/10/2010	930.00
04/10/2010	917.50
05/10/2010	922.50
06/10/2010	932.50
07/10/2010	952.50
08/10/2010	975.00
11/10/2010	992.00
12/10/2010	982.50
13/10/2010	995.00
14/10/2010	995.00
15/10/2010	1002.50
18/10/2010	990.00
19/10/2010	987.50
20/10/2010	1010.00
21/10/2010	1010.00
22/10/2010	1015.00
25/10/2010	1042.50
26/10/2010	1035.00
27/10/2010	1030.00
28/10/2010	1050.00
29/10/2010	1050.00
01/11/2010	1050.00
02/11/2010	1045.00
03/11/2010	1050.00
04/11/2010	1080.00
05/11/2010	1105.00
08/11/2010	1107.50
09/11/2010	1157.50
10/11/2010	1152.50
11/11/2010	1157.50
12/11/2010	1140.00
15/11/2010	1140.00
16/11/2010	1110.00
17/11/2010	1110.00
18/11/2010	1137.50
19/11/2010	1130.00
22/11/2010	1105.00
23/11/2010	1090.00
24/11/2010	1107.50
25/11/2010	1127.50
26/11/2010	1117.50
29/11/2010	1135.00
30/11/2010	1137.50
01/12/2010	1165.00
02/12/2010	1172.50
03/12/2010	1180.00
06/12/2010	1197.50
07/12/2010	1205.00
08/12/2010	1202.50
09/12/2010	1215.00
10/12/2010	1225.00
13/12/2010	1252.50
14/12/2010	1245.00
15/12/2010	1225.00
16/12/2010	1215.00
17/12/2010	1205.00
20/12/2010	1210.00
21/12/2010	1225.00
22/12/2010	1245.00
23/12/2010	1255.00
24/12/2010	1255.00
27/12/2010	1280.00
28/12/2010	1290.00
29/12/2010	1280.00
30/12/2010	1285.00
31/12/2010	1285.00
03/1/2011	1307.50
04/1/2011	1305.00
05/1/2011	1290.00
06/1/2011	1300.00
07/1/2011	1285.00
10/1/2011	1270.00
11/1/2011	1260.00
12/1/2011	1272.50
13/1/2011	1265.00
14/1/2011	1260.00
17/1/2011	1262.50
18/1/2011	1260.00
19/1/2011	1270.00
20/1/2011	1275.00
21/1/2011	1277.50
24/1/2011	1280.00
25/1/2011	1265.00
26/1/2011	1262.50
27/1/2011	1265.00
28/1/2011	1270.00
31/1/2011	1285.00
01/2/2011	1285.00
02/2/2011	1315.00
03/2/2011	1320.00
04/2/2011	1317.50
07/2/2011	1320.00
08/2/2011	1320.00
09/2/2011	1335.00
10/2/2011	1325.00
11/2/2011	1320.00
14/2/2011	1322.50
15/2/2011	1315.00
16/2/2011	1280.00
17/2/2011	1285.00
18/2/2011	1270.00
21/2/2011	1270.00
22/2/2011	1255.00
23/2/2011	1207.50
24/2/2011	1200.00
25/2/2011	1215.00
28/2/2011	1205.00
01/3/2011	1215.00
02/3/2011	1237.50
03/3/2011	1230.00
04/3/2011	1242.50
07/3/2011	1262.50
08/3/2011	1242.50
09/3/2011	1232.50
10/3/2011	1195.00
11/3/2011	1167.50
14/3/2011	1152.50
15/3/2011	1142.00
16/3/2011	1145.00
17/3/2011	1155.10
18/3/2011	1180.10
21/3/2011	1176.10
22/3/2011	1133.90
23/3/2011	1137.50
24/3/2011	1130.30
25/3/2011	1135.30
28/3/2011	1141.10
29/3/2011	1129.93
30/3/2011	1141.00
31/3/2011	1161.00
01/4/2011	1156.90
04/4/2011	1160.20
05/4/2011	1149.50
06/4/2011	1153.70
07/4/2011	1138.50
08/4/2011	1167.50
11/4/2011	1171.90
12/4/2011	1149.60
13/4/2011	1150.00
14/4/2011	1137.60
15/4/2011	1117.60
18/4/2011	1116.20
19/4/2011	1122.50
20/4/2011	1152.50
21/4/2011	1150.00
22/4/2011	1150.00
25/4/2011	1150.00
26/4/2011	1164.80
27/4/2011	1141.40
28/4/2011	1145.00
29/4/2011	1143.80
02/5/2011	1169.30
03/5/2011	1150.00
04/5/2011	1145.40
05/5/2011	1118.90
06/5/2011	1127.00
09/5/2011	1143.40
10/5/2011	1151.70
11/5/2011	1137.30
12/5/2011	1134.20
13/5/2011	1135.90
16/5/2011	1153.80
17/5/2011	1147.90
18/5/2011	1154.30
19/5/2011	1158.60
20/5/2011	1169.30
23/5/2011	1157.90
24/5/2011	1160.90
25/5/2011	1172.90
26/5/2011	1187.00
27/5/2011	1188.40
30/5/2011	1188.20
31/5/2011	1186.50
01/6/2011	1174.80
02/6/2011	1174.80
03/6/2011	1196.40
06/6/2011	1183.30
07/6/2011	1169.70
08/6/2011	1169.10
09/6/2011	1149.00
10/6/2011	1136.40
13/6/2011	1136.40
14/6/2011	1142.80
15/6/2011	1148.80
16/6/2011	1112.20
17/6/2011	1114.80
20/6/2011	1119.50
21/6/2011	1127.40
22/6/2011	1120.40
23/6/2011	1093.30
24/6/2011	1082.20
27/6/2011	1059.50
28/6/2011	1072.00
29/6/2011	1085.60
30/6/2011	1065.00
01/7/2011	1059.10
04/7/2011	1076.40
05/7/2011	1074.90
06/7/2011	1071.10
07/7/2011	1079.00
08/7/2011	1079.50
11/7/2011	1081.60
12/7/2011	1067.40
13/7/2011	1083.50
14/7/2011	1096.80
15/7/2011	1094.60
18/7/2011	1086.40
19/7/2011	1097.50
20/7/2011	1110.60
21/7/2011	1101.60
22/7/2011	1107.10
25/7/2011	1086.70
26/7/2011	1096.50
27/7/2011	1105.70
28/7/2011	1104.30
29/7/2011	1088.00
01/8/2011	1112.50
02/8/2011	1103.60
03/8/2011	1107.00
04/8/2011	1092.90
05/8/2011	1072.90
08/8/2011	1055.50
09/8/2011	1045.00
10/8/2011	1043.90
11/8/2011	1066.80
12/8/2011	1067.90
15/8/2011	1084.80
16/8/2011	1070.40
17/8/2011	1076.30
18/8/2011	1066.40
19/8/2011	1069.00
22/8/2011	1078.90
23/8/2011	1092.10
24/8/2011	1088.30
25/8/2011	1077.70
26/8/2011	1078.20
29/8/2011	1093.03
30/8/2011	1108.60
31/8/2011	1107.60
01/9/2011	1108.90
02/9/2011	1105.50
05/9/2011	1098.00
06/9/2011	1088.00
07/9/2011	1108.40
08/9/2011	1097.20
09/9/2011	1101.70
12/9/2011	1093.30
13/9/2011	1076.70
14/9/2011	1087.10
15/9/2011	1077.50
16/9/2011	1075.00
19/9/2011	1063.30
20/9/2011	1070.70
21/9/2011	1059.10
22/9/2011	1031.70
23/9/2011	1024.20
26/9/2011	989.20
27/9/2011	1019.10
28/9/2011	1016.10
29/9/2011	1016.60
30/9/2011	1002.06
03/10/2011	983.80
04/10/2011	967.20
05/10/2011	966.50
06/10/2011	969.20
07/10/2011	972.40
